Tweet,Time,Link,Media
Day 0.0: Arrived at Lodygin,2016-03-03 17:00:00,http://wenamethestars.inkleby.com/feature/3449,http://wenamethestars.inkleby.com/static/moon/0.png
Lodygin is named after Aleksandr Nikolaevich Lodygin - Russian inventor (1847 -1923).,2016-03-03 17:01:00,https://en.wikipedia.org/wiki/Alexander_Lodygin,
Day 0.5: Arrived at Murakami,2016-03-04 05:53:30.390000,http://wenamethestars.inkleby.com/feature/4070,http://wenamethestars.inkleby.com/static/moon/1.png
"Murakami is named after Harutaro Murakami - Japanese physicist, astronomer (1872 -1947).",2016-03-04 05:54:30.390000,https://en.wikipedia.org/wiki/Harutaro_Murakami,
Day 0.8: Arrived at Sternfeld,2016-03-04 11:17:19.230000,http://wenamethestars.inkleby.com/feature/5701,http://wenamethestars.inkleby.com/static/moon/2.png
Day 1.1: Arrived at Paschen,2016-03-04 19:36:35.460000,http://wenamethestars.inkleby.com/feature/4600,http://wenamethestars.inkleby.com/static/moon/3.png
Paschen is named after Friedrich Paschen - German physicist (1865 -1940).,2016-03-04 19:37:35.460000,https://en.wikipedia.org/wiki/Friedrich_Paschen,
Day 1.4: Arrived at Wan-Hoo (Van-Gu),2016-03-05 01:29:26.250000,http://wenamethestars.inkleby.com/feature/6484,http://wenamethestars.inkleby.com/static/moon/4.png
Day 1.7: Arrived at Evans,2016-03-05 10:12:57.240000,http://wenamethestars.inkleby.com/feature/1883,http://wenamethestars.inkleby.com/static/moon/5.png
Evans is named after Sir Arthur Evans - British archaeologist (1851 -1941).,2016-03-05 10:13:57.240000,https://en.wikipedia.org/wiki/Arthur_Evans,
Day 2.3: Arrived at Strömgren,2016-03-06 00:05:10.320000,http://wenamethestars.inkleby.com/feature/5728,http://wenamethestars.inkleby.com/static/moon/6.png
Strömgren is named after Elis Strömgren - Danish astronomer (1870 -1947).,2016-03-06 00:06:10.320000,https://en.wikipedia.org/wiki/Elis_Str%C3%B6mgren,
Day 2.5: Arrived at Von der Pahlen,2016-03-06 04:18:01.170000,http://wenamethestars.inkleby.com/feature/6439,http://wenamethestars.inkleby.com/static/moon/7.png
Von der Pahlen is named after Emanuel Pahlen - German astronomer (1882 -1952).,2016-03-06 04:19:01.170000,https://en.wikipedia.org/wiki/Emanuel_von_der_Pahlen,
Day 2.8: Arrived at Das,2016-03-06 11:27:43.920000,http://wenamethestars.inkleby.com/feature/1421,http://wenamethestars.inkleby.com/static/moon/8.png
Das is named after Amil Kumar Das - Indian astronomer (1902 -1961).,2016-03-06 11:28:43.920000,https://en.wikipedia.org/wiki/Amil_Kumar_Das,
Day 3.0: Arrived at Mariotte,2016-03-06 15:56:48.120000,http://wenamethestars.inkleby.com/feature/3713,http://wenamethestars.inkleby.com/static/moon/9.png
Mariotte is named after Edme Mariotte - French physicist (1620 -1684).,2016-03-06 15:57:48.120000,https://en.wikipedia.org/wiki/Edme_Mariotte,
Day 3.2: Arrived at Kleymenov,2016-03-06 21:39:16.830000,http://wenamethestars.inkleby.com/feature/3064,http://wenamethestars.inkleby.com/static/moon/10.png
Day 3.5: Arrived at Lovell,2016-03-07 04:19:57.090000,http://wenamethestars.inkleby.com/feature/3489,http://wenamethestars.inkleby.com/static/moon/11.png
"Lovell is named after James A., Jr. Lovell - American astronaut (1928 -Live).",2016-03-07 04:20:57.090000,"https://en.wikipedia.org/wiki/Lovell_Lawrence,_Jr",
Day 3.7: Arrived at Anders,2016-03-07 10:50:58.740000,http://wenamethestars.inkleby.com/feature/259,http://wenamethestars.inkleby.com/static/moon/12.png
Anders is named after William Alison Anders - American astronaut (1933 -Live).,2016-03-07 10:51:58.740000,https://en.wikipedia.org/wiki/William_Anders,
Day 4.0: Arrived at McCool,2016-03-07 15:49:46.470000,http://wenamethestars.inkleby.com/feature/14141,http://wenamethestars.inkleby.com/static/moon/13.png
"McCool is named after William Cameron McCool - American astronaut, Space Shuttle Columbia Pilot (1961 -2003).",2016-03-07 15:50:46.470000,https://en.wikipedia.org/wiki/William_C._McCool,
Day 4.0: Arrived at D. Brown,2016-03-07 17:35:51,http://wenamethestars.inkleby.com/feature/14138,http://wenamethestars.inkleby.com/static/moon/14.png
"D. Brown is named after David McDowell Brown - American astronaut, Space Shuttle Columbia Mission Specialist (1956 -2003).",2016-03-07 17:36:51,https://en.wikipedia.org/wiki/David_M._Brown,
Day 4.1: Arrived at Chawla,2016-03-07 19:05:07.170000,http://wenamethestars.inkleby.com/feature/14139,http://wenamethestars.inkleby.com/static/moon/15.png
"Chawla is named after Kalpana Chawla - American astronaut, Space Shuttle Columbia Mission Specialist (1961 -2003).",2016-03-07 19:06:07.170000,https://en.wikipedia.org/wiki/Kalpana_Chawla,
Day 4.1: Arrived at L. Clark,2016-03-07 20:33:54.540000,http://wenamethestars.inkleby.com/feature/14143,http://wenamethestars.inkleby.com/static/moon/16.png
"L. Clark is named after Laurel Blair Salton Clark - American astronaut, Space Shuttle Columbia Mission Specialist (1961 -2003).",2016-03-07 20:34:54.540000,https://en.wikipedia.org/wiki/Laurel_Clark,
Day 4.3: Arrived at M. Anderson,2016-03-08 00:22:08.400000,http://wenamethestars.inkleby.com/feature/14137,http://wenamethestars.inkleby.com/static/moon/17.png
"M. Anderson is named after Michael Phillip Anderson - American astronaut, Space Shuttle Columbia Payload Commander (1959 -2003).",2016-03-08 00:23:08.400000,https://en.wikipedia.org/wiki/Michael_P._Anderson,
Day 4.4: Arrived at Ramon,2016-03-08 02:02:20.400000,http://wenamethestars.inkleby.com/feature/14142,http://wenamethestars.inkleby.com/static/moon/18.png
"Ramon is named after Ilan Ramon - Israeli astronaut, Space Shuttle Columbia Payload Specialist (1954 -2003).",2016-03-08 02:03:20.400000,https://en.wikipedia.org/wiki/Ilan_Ramon,
Day 4.4: Arrived at Husband,2016-03-08 03:32:42.270000,http://wenamethestars.inkleby.com/feature/14140,http://wenamethestars.inkleby.com/static/moon/19.png
"Husband is named after Rick Douglas Husband - American astronaut, Space Shuttle Columbia Commander (1957 -2003).",2016-03-08 03:33:42.270000,https://en.wikipedia.org/wiki/Rick_Husband,
Day 4.5: Arrived at Borman,2016-03-08 05:38:30.840000,http://wenamethestars.inkleby.com/feature/827,http://wenamethestars.inkleby.com/static/moon/20.png
"Borman is named after Frank Borman - American astronaut, engineer (1928 -Live).",2016-03-08 05:39:30.840000,https://en.wikipedia.org/wiki/Frank_Borman,
Day 4.8: Arrived at Jarvis,2016-03-08 11:13:27.660000,http://wenamethestars.inkleby.com/feature/2808,http://wenamethestars.inkleby.com/static/moon/21.png
Jarvis is named after Gregory Bruce Jarvis - Member of the Challenger crew (1944 -1986).,2016-03-08 11:14:27.660000,https://en.wikipedia.org/wiki/Gregory_Jarvis,
Day 4.8: Arrived at McNair,2016-03-08 12:23:49.200000,http://wenamethestars.inkleby.com/feature/3785,http://wenamethestars.inkleby.com/static/moon/22.png
McNair is named after Ronald Ewald McNair - member of the Challenger crew (1950 -1986).,2016-03-08 12:24:49.200000,https://en.wikipedia.org/wiki/List_of_astronauts_by_year_of_selection,
Day 4.9: Arrived at Onizuka,2016-03-08 15:29:46.590000,http://wenamethestars.inkleby.com/feature/4468,http://wenamethestars.inkleby.com/static/moon/23.png
Onizuka is named after Ellison Shoji Onizuka - member of the Challenger crew (1946 -1986).,2016-03-08 15:30:46.590000,https://en.wikipedia.org/wiki/Ellison_Onizuka,
Day 5.1: Arrived at Apollo,2016-03-08 18:18:18.990000,http://wenamethestars.inkleby.com/feature/326,http://wenamethestars.inkleby.com/static/moon/24.png
Day 5.2: Arrived at Resnik,2016-03-08 20:43:04.260000,http://wenamethestars.inkleby.com/feature/5002,http://wenamethestars.inkleby.com/static/moon/25.png
Resnik is named after Judith Arlene Resnik - member of the Challenger crew (1949 -1986).,2016-03-08 20:44:04.260000,https://en.wikipedia.org/wiki/Judith_Resnik,
Day 5.2: Arrived at McAuliffe,2016-03-08 22:59:27.060000,http://wenamethestars.inkleby.com/feature/3777,http://wenamethestars.inkleby.com/static/moon/26.png
McAuliffe is named after Sharon Christa Corrigan McAuliffe - civilian school teacher member of the Challenger crew (1948 -1986).,2016-03-08 23:00:27.060000,https://en.wikipedia.org/wiki/Christa_McAuliffe,
Day 5.4: Arrived at Scobee,2016-03-09 01:52:04.530000,http://wenamethestars.inkleby.com/feature/5392,http://wenamethestars.inkleby.com/static/moon/27.png
"Scobee is named after Francis Richard ""Dick"" Scobee - member of the Challenger crew (1939 -1986).",2016-03-09 01:53:04.530000,https://en.wikipedia.org/wiki/Dick_Scobee,
Day 5.5: Arrived at Smith,2016-03-09 04:24:09.090000,http://wenamethestars.inkleby.com/feature/5604,http://wenamethestars.inkleby.com/static/moon/28.png
Day 5.7: Arrived at Barringer,2016-03-09 09:54:41.850000,http://wenamethestars.inkleby.com/feature/616,http://wenamethestars.inkleby.com/static/moon/29.png
"Barringer is named after Daniel Moreau Barringer - American engineer, geologist (1860 -1929).",2016-03-09 09:55:41.850000,https://en.wikipedia.org/wiki/Daniel_Moreau_Barringer,
Day 6.2: Arrived at Dryden,2016-03-09 21:46:59.970000,http://wenamethestars.inkleby.com/feature/1644,http://wenamethestars.inkleby.com/static/moon/30.png
"Dryden is named after Hugh Latimer Dryden - American physicist, engineer (1898 -1965).",2016-03-09 21:47:59.970000,https://en.wikipedia.org/wiki/Hugh_Latimer_Dryden,
Day 6.6: Arrived at Chaffee,2016-03-10 07:28:30.900000,http://wenamethestars.inkleby.com/feature/1120,http://wenamethestars.inkleby.com/static/moon/31.png
"Chaffee is named after Roger Bruce Chaffee - American aeronautic engineer, astronaut (1935 -1967).",2016-03-10 07:29:30.900000,https://en.wikipedia.org/wiki/Roger_B._Chaffee,
Day 7.1: Arrived at White,2016-03-10 18:37:11.550000,http://wenamethestars.inkleby.com/feature/6534,http://wenamethestars.inkleby.com/static/moon/32.png
White is named after Edward Higgins II White - American astronaut (1930 -1967).,2016-03-10 18:38:11.550000,https://en.wikipedia.org/wiki/Edward_Higgins_White,
Day 7.2: Arrived at Hendrix,2016-03-10 22:17:32.190000,http://wenamethestars.inkleby.com/feature/2446,http://wenamethestars.inkleby.com/static/moon/33.png
Hendrix is named after Don Osgood Hendrix - American optician (1905 -1961).,2016-03-10 22:18:32.190000,https://en.wikipedia.org/wiki/Don_Hendrix,
Day 8.0: Arrived at Grissom,2016-03-11 17:53:32.730000,http://wenamethestars.inkleby.com/feature/2255,http://wenamethestars.inkleby.com/static/moon/34.png
"Grissom is named after Virgil Ivan (""Gus"") Grissom - American astronaut (1926 -1967).",2016-03-11 17:54:32.730000,https://en.wikipedia.org/wiki/Gus_Grissom,
Day 8.4: Arrived at Cori,2016-03-12 03:43:32.880000,http://wenamethestars.inkleby.com/feature/1308,http://wenamethestars.inkleby.com/static/moon/35.png
Cori is named after Gerty Theresa Radnitz Cori - Czech -American physiologist; Nobel laureate (1896 -1957).,2016-03-12 03:44:32.880000,https://en.wikipedia.org/wiki/Gerty_Cori,
Day 8.6: Arrived at Baldet,2016-03-12 08:17:07.440000,http://wenamethestars.inkleby.com/feature/574,http://wenamethestars.inkleby.com/static/moon/36.png
Baldet is named after Fernand Baldet - French astronomer (1885 -1964).,2016-03-12 08:18:07.440000,https://en.wikipedia.org/wiki/Fernand_Baldet,
Day 9.0: Arrived at Stoney,2016-03-12 16:24:00.900000,http://wenamethestars.inkleby.com/feature/5716,http://wenamethestars.inkleby.com/static/moon/37.png
Stoney is named after George Johnstone Stoney - Irish physicist (1826 -1911).,2016-03-12 16:25:00.900000,https://en.wikipedia.org/wiki/George_Johnstone_Stoney,
Day 9.5: Arrived at Lemaître,2016-03-13 05:54:57.240000,http://wenamethestars.inkleby.com/feature/3340,http://wenamethestars.inkleby.com/static/moon/38.png
Lemaître is named after Georges Henri Joseph Édouard Lemaître - Belgian mathematician (1894 -1966).,2016-03-13 05:55:57.240000,https://en.wikipedia.org/wiki/Georges_Lema%C3%AEtre,
Day 9.9: Arrived at Crommelin,2016-03-13 15:23:37.500000,http://wenamethestars.inkleby.com/feature/1337,http://wenamethestars.inkleby.com/static/moon/39.png
Crommelin is named after Andrew Claude De La Cherois Crommelin - British astronomer (1865 -1939).,2016-03-13 15:24:37.500000,https://en.wikipedia.org/wiki/Andrew_Claude_de_la_Cherois_Crommelin,
Day 10.4: Arrived at Eijkman,2016-03-14 02:29:28.770000,http://wenamethestars.inkleby.com/feature/1737,http://wenamethestars.inkleby.com/static/moon/40.png
Eijkman is named after Christiaan Eijkman - Dutch doctor; Nobel laureate (1858 -1930).,2016-03-14 02:30:28.770000,https://en.wikipedia.org/wiki/Christiaan_Eijkman,
Day 10.9: Arrived at Minkowski,2016-03-14 13:34:23.070000,http://wenamethestars.inkleby.com/feature/3913,http://wenamethestars.inkleby.com/static/moon/41.png
Minkowski is named after Hermann Minkowski - German mathematician (1864 -1909) and Rudolph Leo Bernhard Minkowski - American astronomer (1895 -1976).,2016-03-14 13:35:23.070000,https://en.wikipedia.org/wiki/Rudolph_Minkowski,
Day 11.2: Arrived at Karrer,2016-03-14 21:27:44.550000,http://wenamethestars.inkleby.com/feature/2936,http://wenamethestars.inkleby.com/static/moon/42.png
Karrer is named after Paul Karrer - Russian/Swiss biochemist; Nobel laureate (1889 -1971).,2016-03-14 21:28:44.550000,https://en.wikipedia.org/wiki/Paul_Karrer,
Day 11.4: Arrived at Riedel,2016-03-15 03:04:11.100000,http://wenamethestars.inkleby.com/feature/5029,http://wenamethestars.inkleby.com/static/moon/43.png
Riedel is named after Klaus Riedel - German rocketry scientist (1907 -1944) and Walter Riedel - German rocket scientist (1902 -1968).,2016-03-15 03:05:11.100000,https://en.wikipedia.org/wiki/Walter_Riedel,
Day 11.7: Arrived at Leavitt,2016-03-15 08:44:43.980000,http://wenamethestars.inkleby.com/feature/3319,http://wenamethestars.inkleby.com/static/moon/44.png
Leavitt is named after Henrietta Swan Leavitt - American astronomer (1868 -1921).,2016-03-15 08:45:43.980000,https://en.wikipedia.org/wiki/Henrietta_Swan_Leavitt,
Day 12.1: Arrived at Buffon,2016-03-15 20:34:03.090000,http://wenamethestars.inkleby.com/feature/910,http://wenamethestars.inkleby.com/static/moon/45.png
Buffon is named after Georges Louis Leclerc Buffon - French natural historian (1707 -1788).,2016-03-15 20:35:03.090000,"https://en.wikipedia.org/wiki/Georges-Louis_Leclerc,_Comte_de_Buffon",
Day 12.5: Arrived at Chebyshev,2016-03-16 04:29:25.980000,http://wenamethestars.inkleby.com/feature/1167,http://wenamethestars.inkleby.com/static/moon/46.png
Chebyshev is named after Pafnuty Lvovich Chebyshev - Russian mathematician (1821 -1894).,2016-03-16 04:30:25.980000,https://en.wikipedia.org/wiki/Pafnuty_Chebyshev,
Day 12.8: Arrived at Langmuir,2016-03-16 11:26:55.500000,http://wenamethestars.inkleby.com/feature/3272,http://wenamethestars.inkleby.com/static/moon/47.png
"Langmuir is named after Irving Langmuir - American physicist, chemist; Nobel laureate (1881 -1957).",2016-03-16 11:27:55.500000,https://en.wikipedia.org/wiki/Irving_Langmuir,
Day 13.1: Arrived at Brouwer,2016-03-16 18:33:12.150000,http://wenamethestars.inkleby.com/feature/893,http://wenamethestars.inkleby.com/static/moon/48.png
Brouwer is named after Dirk Brouwer - American astronomer (1902 -1966) and Luitzen Egbertus Jan Brouwer - Dutch mathematician (1881 -1966).,2016-03-16 18:34:12.150000,https://en.wikipedia.org/wiki/L._E._J._Brouwer,
Day 13.6: Arrived at Stetson,2016-03-17 06:13:10.020000,http://wenamethestars.inkleby.com/feature/5703,http://wenamethestars.inkleby.com/static/moon/49.png
"Stetson is named after Harlan True Stetson - American astronomer, geophysicist (1885 -1964).",2016-03-17 06:14:10.020000,https://en.wikipedia.org/wiki/Harlan_True_Stetson,
Day 13.7: Arrived at Blackett,2016-03-17 10:37:05.610000,http://wenamethestars.inkleby.com/feature/764,http://wenamethestars.inkleby.com/static/moon/50.png
Blackett is named after Patrick Maynard Stuart Blackett - British physicist; Nobel laureate (1897 -1974).,2016-03-17 10:38:05.610000,https://en.wikipedia.org/wiki/Patrick_Blackett,
Day 14.2: Arrived at Chant,2016-03-17 21:45:20.250000,http://wenamethestars.inkleby.com/feature/1138,http://wenamethestars.inkleby.com/static/moon/51.png
"Chant is named after Clarence Augustus Chant - Canadian astronomer, physicist (1865 -1956).",2016-03-17 21:46:20.250000,https://en.wikipedia.org/wiki/Clarence_Chant,
Day 14.4: Arrived at Mendel,2016-03-18 03:39:19.080000,http://wenamethestars.inkleby.com/feature/3835,http://wenamethestars.inkleby.com/static/moon/52.png
Mendel is named after Gregor Johann Mendel - Austrian biologist (1822 -1884).,2016-03-18 03:40:19.080000,https://en.wikipedia.org/wiki/Gregor_Mendel,
Day 14.8: Arrived at Lippmann,2016-03-18 12:17:28.680000,http://wenamethestars.inkleby.com/feature/3418,http://wenamethestars.inkleby.com/static/moon/53.png
Lippmann is named after Gabriel Lippmann - French physicist; Nobel laureate (1845 -1921).,2016-03-18 12:18:28.680000,https://en.wikipedia.org/wiki/Gabriel_Lippmann,
Day 15.1: Arrived at Petzval,2016-03-18 19:44:22.380000,http://wenamethestars.inkleby.com/feature/4678,http://wenamethestars.inkleby.com/static/moon/54.png
Petzval is named after Joseph von Petzval - Austrian optician (1807 -1891).,2016-03-18 19:45:22.380000,https://en.wikipedia.org/wiki/Joseph_Petzval,
Day 15.4: Arrived at Doerfel,2016-03-19 01:33:17.010000,http://wenamethestars.inkleby.com/feature/1562,http://wenamethestars.inkleby.com/static/moon/55.png
Day 15.7: Arrived at Ashbrook,2016-03-19 09:07:13.440000,http://wenamethestars.inkleby.com/feature/422,http://wenamethestars.inkleby.com/static/moon/56.png
Ashbrook is named after Joseph Ashbrook - American astronomer (1918 -1980).,2016-03-19 09:08:13.440000,https://en.wikipedia.org/wiki/Joseph_Ashbrook,
Day 16.3: Arrived at Gore,2016-03-19 23:53:07.440000,http://wenamethestars.inkleby.com/feature/14528,http://wenamethestars.inkleby.com/static/moon/57.png
Gore is named after John Ellard Gore - Irish astronomer (1845 -1910).,2016-03-19 23:54:07.440000,https://en.wikipedia.org/wiki/John_Ellard_Gore,
Day 17.5: Arrived at Watson,2016-03-21 03:55:16.140000,http://wenamethestars.inkleby.com/feature/6496,http://wenamethestars.inkleby.com/static/moon/58.png
Watson is named after James Craig Watson - American astronomer (1838 -1880).,2016-03-21 03:56:16.140000,https://en.wikipedia.org/wiki/James_Craig_Watson,
Day 18.2: Arrived at Tiling,2016-03-21 21:55:41.070000,http://wenamethestars.inkleby.com/feature/6006,http://wenamethestars.inkleby.com/static/moon/59.png
Tiling is named after Reinhold Tiling - German rocketry scientist (1890 -1933).,2016-03-21 21:56:41.070000,https://en.wikipedia.org/wiki/Reinhold_Tiling,
Day 18.5: Arrived at Fizeau,2016-03-22 04:16:24.690000,http://wenamethestars.inkleby.com/feature/1968,http://wenamethestars.inkleby.com/static/moon/60.png
Fizeau is named after Armand -Hippolyte -Louis Fizeau - French physicist (1819 -1896).,2016-03-22 04:17:24.690000,https://en.wikipedia.org/wiki/Hippolyte_Fizeau,
Day 19.0: Arrived at Alekhin,2016-03-22 16:00:02.880000,http://wenamethestars.inkleby.com/feature/174,http://wenamethestars.inkleby.com/static/moon/61.png
Day 19.2: Arrived at Dawson,2016-03-22 21:17:59.370000,http://wenamethestars.inkleby.com/feature/1432,http://wenamethestars.inkleby.com/static/moon/62.png
Dawson is named after Bernhard Hildebrandt Dawson - Argentinean astronomer (1890 -1960).,2016-03-22 21:18:59.370000,https://en.wikipedia.org/wiki/Bernhard_Dawson,
Day 19.4: Arrived at Zhang Yuzhe,2016-03-23 02:38:18.690000,http://wenamethestars.inkleby.com/feature/14750,http://wenamethestars.inkleby.com/static/moon/63.png
Day 19.8: Arrived at Zeeman,2016-03-23 11:16:25.500000,http://wenamethestars.inkleby.com/feature/6711,http://wenamethestars.inkleby.com/static/moon/64.png
Zeeman is named after Pieter Zeeman - Dutch physicist; Nobel laureate (1865 -1943).,2016-03-23 11:17:25.500000,https://en.wikipedia.org/wiki/Pieter_Zeeman,
Day 20.2: Arrived at Kocher,2016-03-23 22:27:27.450000,http://wenamethestars.inkleby.com/feature/14535,http://wenamethestars.inkleby.com/static/moon/65.png
"Kocher is named after Emil Theodor Kocher - Swiss surgeon, Nobel Prize winner 1909 (1841 -1917).",2016-03-23 22:28:27.450000,https://en.wikipedia.org/wiki/Emil_Theodor_Kocher,
Day 20.7: Arrived at Hinshelwood,2016-03-24 10:24:13.590000,http://wenamethestars.inkleby.com/feature/14565,http://wenamethestars.inkleby.com/static/moon/66.png
"Hinshelwood is named after Sir Cyril Norman Hinshelwood - English chemist, Nobel Prize winner 1956 (1897 -1967).",2016-03-24 10:25:13.590000,https://en.wikipedia.org/wiki/Cyril_Norman_Hinshelwood,
Day 21.3: Arrived at Poncelet,2016-03-25 00:34:53.400000,http://wenamethestars.inkleby.com/feature/4793,http://wenamethestars.inkleby.com/static/moon/67.png
"Poncelet is named after Jean -Victor Poncelet - French mathematician, engineer (1788 -1867).",2016-03-25 00:35:53.400000,https://en.wikipedia.org/wiki/Jean-Victor_Poncelet,
Day 21.7: Arrived at Carpenter,2016-03-25 08:45:46.170000,http://wenamethestars.inkleby.com/feature/1026,http://wenamethestars.inkleby.com/static/moon/68.png
Carpenter is named after  James Carpenter  - British astronomer (1840 -1899) and Edwin Francis Carpenter - American astronomer (1898 -1963).,2016-03-25 08:46:46.170000,https://en.wikipedia.org/wiki/Edwin_Francis_Carpenter,
Day 21.8: Arrived at Anaximander,2016-03-25 11:40:01.740000,http://wenamethestars.inkleby.com/feature/254,http://wenamethestars.inkleby.com/static/moon/69.png
Anaximander is named after Anaximander - Greek astronomer (c. 611 -547 B.C.).,2016-03-25 11:41:01.740000,https://en.wikipedia.org/wiki/Anaximander,
Day 22.3: Arrived at Babbage,2016-03-25 23:26:23.460000,http://wenamethestars.inkleby.com/feature/533,http://wenamethestars.inkleby.com/static/moon/70.png
Babbage is named after Charles Babbage - British mathematician (1792 -1871).,2016-03-25 23:27:23.460000,https://en.wikipedia.org/wiki/Charles_Babbage,
Day 22.7: Arrived at Pythagoras,2016-03-26 09:27:52.830000,http://wenamethestars.inkleby.com/feature/4886,http://wenamethestars.inkleby.com/static/moon/71.png
"Pythagoras is named after Of Samos Pythagoras - Greek philosopher, mathematician (unkn -fl. c. 532 B.C.).",2016-03-26 09:28:52.830000,https://en.wikipedia.org/wiki/Pythagoras_(boxer),
Day 22.9: Arrived at Oenopides,2016-03-26 15:17:52.800000,http://wenamethestars.inkleby.com/feature/4408,http://wenamethestars.inkleby.com/static/moon/72.png
"Oenopides is named after Of Chios Oenopides - Greek astronomer, geometrician (500(?) -430 B.C.).",2016-03-26 15:18:52.800000,https://en.wikipedia.org/wiki/Oenopides,
Day 23.1: Arrived at Markov,2016-03-26 19:00:55.800000,http://wenamethestars.inkleby.com/feature/3720,http://wenamethestars.inkleby.com/static/moon/73.png
Markov is named after Aleksandr Vladimirovich Markov - Soviet astrophysicist (1897 -1968) and Andrei Andreevich Markov - Russian mathematician (1856 -1922).,2016-03-26 19:01:55.800000,https://en.wikipedia.org/wiki/Andrey_Markov,
Day 23.6: Arrived at Mons Rümker,2016-03-27 07:02:11.310000,http://wenamethestars.inkleby.com/feature/3994,http://wenamethestars.inkleby.com/static/moon/74.png
Mons Rümker is named after Karl Ludwig Christian Rümker - German astronomer (1788 -1862).,2016-03-27 07:03:11.310000,https://en.wikipedia.org/wiki/Carl_Ludwig_Christian_R%C3%BCmker,
Day 23.9: Arrived at Naumann,2016-03-27 14:12:52.740000,http://wenamethestars.inkleby.com/feature/4165,http://wenamethestars.inkleby.com/static/moon/75.png
Naumann is named after Karl Friedrich Naumann - German geologist (1797 -1873).,2016-03-27 14:13:52.740000,https://en.wikipedia.org/wiki/Georg_Amadeus_Carl_Friedrich_Naumann,
Day 24.1: Arrived at Dorsum Scilla,2016-03-27 18:16:12.360000,http://wenamethestars.inkleby.com/feature/1621,http://wenamethestars.inkleby.com/static/moon/76.png
Dorsum Scilla is named after Agostino Scilla - Italian geologist (1639 -1700).,2016-03-27 18:17:12.360000,https://en.wikipedia.org/wiki/Agostino_Scilla,
Day 24.2: Arrived at Golgi,2016-03-27 21:53:11.670000,http://wenamethestars.inkleby.com/feature/2213,http://wenamethestars.inkleby.com/static/moon/77.png
Golgi is named after Camillo Golgi - Italian doctor; Nobel laureate (c. 1843 -1926).,2016-03-27 21:54:11.670000,https://en.wikipedia.org/wiki/Camillo_Golgi,
Day 24.3: Arrived at Zinner,2016-03-27 23:56:52.710000,http://wenamethestars.inkleby.com/feature/6741,http://wenamethestars.inkleby.com/static/moon/78.png
Zinner is named after Ernst Zinner - German astronomer (1886 -1970).,2016-03-27 23:57:52.710000,https://en.wikipedia.org/wiki/Ernst_Zinner,
Day 24.4: Arrived at Schiaparelli,2016-03-28 02:48:08.910000,http://wenamethestars.inkleby.com/feature/5365,http://wenamethestars.inkleby.com/static/moon/79.png
Schiaparelli is named after Giovanni Virginio Schiaparelli - Italian astronomer (1835 -1910).,2016-03-28 02:49:08.910000,https://en.wikipedia.org/wiki/Giovanni_Schiaparelli,
Day 24.6: Arrived at Oceanus Procellarum,2016-03-28 06:53:54.780000,http://wenamethestars.inkleby.com/feature/4395,http://wenamethestars.inkleby.com/static/moon/80.png
Day 25.1: Arrived at Rima Marius,2016-03-28 18:30:07.830000,http://wenamethestars.inkleby.com/feature/5072,http://wenamethestars.inkleby.com/static/moon/81.png
Day 25.3: Arrived at Marius,2016-03-28 23:32:45.240000,http://wenamethestars.inkleby.com/feature/3715,http://wenamethestars.inkleby.com/static/moon/82.png
"Marius is named after Mayer, Simon Marius - German astronomer (1573 -1624).",2016-03-28 23:33:45.240000,https://en.wikipedia.org/wiki/Simon_Marius,
Day 25.6: Arrived at Rima Suess,2016-03-29 07:24:45,http://wenamethestars.inkleby.com/feature/5083,http://wenamethestars.inkleby.com/static/moon/83.png
Day 25.7: Arrived at Suess,2016-03-29 10:13:58.710000,http://wenamethestars.inkleby.com/feature/5746,http://wenamethestars.inkleby.com/static/moon/84.png
Suess is named after Eduard Suess - Austrian geologist (1831 -1914).,2016-03-29 10:14:58.710000,https://en.wikipedia.org/wiki/Eduard_Suess,
Day 26.2: Arrived at Rimae Maestlin,2016-03-29 21:38:46.500000,http://wenamethestars.inkleby.com/feature/5121,http://wenamethestars.inkleby.com/static/moon/85.png
Day 26.3: Arrived at Maestlin,2016-03-30 00:23:55.680000,http://wenamethestars.inkleby.com/feature/3570,http://wenamethestars.inkleby.com/static/moon/86.png
Maestlin is named after Michael Maestlin - German mathematician (1550 -1631).,2016-03-30 00:24:55.680000,https://en.wikipedia.org/wiki/Michael_Maestlin,
Day 26.6: Arrived at Kepler,2016-03-30 06:19:13.530000,http://wenamethestars.inkleby.com/feature/2990,http://wenamethestars.inkleby.com/static/moon/87.png
Kepler is named after Johannes Kepler - German astronomer (1571 -1630).,2016-03-30 06:20:13.530000,https://en.wikipedia.org/wiki/Johannes_Kepler,
Day 26.8: Arrived at Encke,2016-03-30 11:30:12.240000,http://wenamethestars.inkleby.com/feature/1796,http://wenamethestars.inkleby.com/static/moon/88.png
"Encke is named after Johann Franz Encke - German mathematician, astronomer (1791 -1865).",2016-03-30 11:31:12.240000,https://en.wikipedia.org/wiki/Johann_Franz_Encke,
Day 27.1: Arrived at Kunowsky,2016-03-30 18:12:41.220000,http://wenamethestars.inkleby.com/feature/3161,http://wenamethestars.inkleby.com/static/moon/89.png
Kunowsky is named after Georg Karl Friedrich Kunowsky - German astronomer (1786 -1846).,2016-03-30 18:13:41.220000,https://en.wikipedia.org/wiki/George_K._Kunowsky,
