Tweet,Time,Link,Media
Röntgen is named after Wilhelm Conrad Röntgen - German physicist; Nobel laureate (1845 -1923).,2016-06-09 02:29:29.100000,https://en.wikipedia.org/wiki/Wilhelm_R%C3%B6ntgen,
Day 97.6: Arrived at Sundman,2016-06-09 06:54:53.010000,http://wenamethestars.inkleby.com/feature/5762,http://wenamethestars.inkleby.com/static/moon/424.png
Day 97.7: Arrived at Couder,2016-06-09 10:59:28.770000,http://wenamethestars.inkleby.com/feature/1322,http://wenamethestars.inkleby.com/static/moon/425.png
Couder is named after André Couder - French astronomer (1897 -1979).,2016-06-09 11:00:28.770000,https://en.wikipedia.org/wiki/Andr%C3%A9_Couder,
Day 97.9: Arrived at Shuleykin,2016-06-09 14:45:40.410000,http://wenamethestars.inkleby.com/feature/5506,http://wenamethestars.inkleby.com/static/moon/426.png
Day 98.1: Arrived at Drude,2016-06-09 18:24:56.430000,http://wenamethestars.inkleby.com/feature/1642,http://wenamethestars.inkleby.com/static/moon/427.png
Drude is named after Paul Karl Ludwig Drude - German physicist (1863 -1906).,2016-06-09 18:25:56.430000,https://en.wikipedia.org/wiki/Paul_Drude,
Day 98.2: Arrived at Arrhenius,2016-06-09 21:03:45.450000,http://wenamethestars.inkleby.com/feature/391,http://wenamethestars.inkleby.com/static/moon/428.png
Arrhenius is named after Svante August Arrhenius - Swedish chemist; Nobel laureate (1859 -1927).,2016-06-09 21:04:45.450000,https://en.wikipedia.org/wiki/Svante_Arrhenius,
Day 98.2: Arrived at Chappe,2016-06-09 22:21:57.690000,http://wenamethestars.inkleby.com/feature/1145,http://wenamethestars.inkleby.com/static/moon/429.png
"Chappe is named after d'Auteroche, Jean -Baptiste Chappe - French astronomer (1728 -1769).",2016-06-09 22:22:57.690000,https://en.wikipedia.org/wiki/Jean-Baptiste_Chappe_d%27Auteroche,
Day 98.4: Arrived at Boltzmann,2016-06-10 02:06:14.760000,http://wenamethestars.inkleby.com/feature/805,http://wenamethestars.inkleby.com/static/moon/430.png
Boltzmann is named after Ludwig Eduard Boltzmann - Austrian physicist (1844 -1906).,2016-06-10 02:07:14.760000,https://en.wikipedia.org/wiki/Ludwig_Boltzmann,
Day 98.7: Arrived at Moseley,2016-06-10 10:44:40.650000,http://wenamethestars.inkleby.com/feature/4048,http://wenamethestars.inkleby.com/static/moon/431.png
Moseley is named after Henry Gwyn Jeffreys Moseley - British physicist (1887 -1915).,2016-06-10 10:45:40.650000,https://en.wikipedia.org/wiki/Henry_Moseley,
Day 98.8: Arrived at Bartels,2016-06-10 11:44:27.060000,http://wenamethestars.inkleby.com/feature/621,http://wenamethestars.inkleby.com/static/moon/432.png
Bartels is named after Julius Bartels - German geophysicist (1899 -1964).,2016-06-10 11:45:27.060000,https://en.wikipedia.org/wiki/Julius_Bartels,
Day 99.0: Arrived at Kopff,2016-06-10 16:09:22.230000,http://wenamethestars.inkleby.com/feature/3088,http://wenamethestars.inkleby.com/static/moon/433.png
Kopff is named after August Kopff - German astronomer (1882 -1960).,2016-06-10 16:10:22.230000,https://en.wikipedia.org/wiki/August_Kopff,
Day 99.2: Arrived at Vallis Bohr,2016-06-10 20:55:18.570000,http://wenamethestars.inkleby.com/feature/6292,http://wenamethestars.inkleby.com/static/moon/434.png
Day 99.2: Arrived at Einstein,2016-06-10 22:10:09.930000,http://wenamethestars.inkleby.com/feature/1745,http://wenamethestars.inkleby.com/static/moon/435.png
Einstein is named after Albert Einstein - German -American physicist; Nobel laureate (1879 -1955).,2016-06-10 22:11:09.930000,https://en.wikipedia.org/wiki/Albert_Einstein,
Day 99.3: Arrived at Voskresenskiy,2016-06-11 00:43:57,http://wenamethestars.inkleby.com/feature/6449,http://wenamethestars.inkleby.com/static/moon/436.png
Voskresenskiy is named after Leonid A. Voskresenskiy - Soviet rocketry scientist (1913 -1965).,2016-06-11 00:44:57,https://en.wikipedia.org/wiki/Leonid_Alexandrovich_Voskresenskiy,
Day 99.4: Arrived at Aston,2016-06-11 01:56:18.150000,http://wenamethestars.inkleby.com/feature/440,http://wenamethestars.inkleby.com/static/moon/437.png
"Aston is named after Francis William Aston - British chemist, physicist; Nobel laureate (1877 -1945).",2016-06-11 01:57:18.150000,https://en.wikipedia.org/wiki/Francis_William_Aston,
Day 99.5: Arrived at Regnault,2016-06-11 05:48:59.580000,http://wenamethestars.inkleby.com/feature/4980,http://wenamethestars.inkleby.com/static/moon/438.png
Regnault is named after Henri Victor Regnault - French chemist; physicist (1810 -1878).,2016-06-11 05:49:59.580000,https://en.wikipedia.org/wiki/Henri_Victor_Regnault,
Day 99.6: Arrived at Stokes,2016-06-11 06:25:46.290000,http://wenamethestars.inkleby.com/feature/5711,http://wenamethestars.inkleby.com/static/moon/439.png
"Stokes is named after Sir George Gabriel Stokes - British mathematician, physicist (1819 -1903).",2016-06-11 06:26:46.290000,"https://en.wikipedia.org/wiki/Sir_George_Stokes,_1st_Baronet",
Day 99.7: Arrived at Langley,2016-06-11 09:53:31.110000,http://wenamethestars.inkleby.com/feature/3271,http://wenamethestars.inkleby.com/static/moon/440.png
"Langley is named after Samuel Pierpont Langley - American astronomer, physicist (1834 -1906).",2016-06-11 09:54:31.110000,https://en.wikipedia.org/wiki/Samuel_Pierpont_Langley,
Day 99.8: Arrived at Bunsen,2016-06-11 12:14:55.320000,http://wenamethestars.inkleby.com/feature/920,http://wenamethestars.inkleby.com/static/moon/441.png
Bunsen is named after Robert Wilhelm Eberhard Bunsen - German chemist (1811 -1899).,2016-06-11 12:15:55.320000,https://en.wikipedia.org/wiki/Robert_Bunsen,
Day 99.9: Arrived at Rimae Gerard,2016-06-11 14:31:37.110000,http://wenamethestars.inkleby.com/feature/5108,http://wenamethestars.inkleby.com/static/moon/442.png
Day 99.9: Arrived at Galvani,2016-06-11 15:44:19.950000,http://wenamethestars.inkleby.com/feature/2083,http://wenamethestars.inkleby.com/static/moon/443.png
Galvani is named after Luigi Galvani - Italian physicist (1737 -1798).,2016-06-11 15:45:19.950000,https://en.wikipedia.org/wiki/Luigi_Galvani,
Day 100.0: Arrived at Volta,2016-06-11 17:06:02.610000,http://wenamethestars.inkleby.com/feature/6430,http://wenamethestars.inkleby.com/static/moon/444.png
Day 100.2: Arrived at Boole,2016-06-11 22:24:01.890000,http://wenamethestars.inkleby.com/feature/818,http://wenamethestars.inkleby.com/static/moon/445.png
Boole is named after George Boole - British mathematician (1815 -1864).,2016-06-11 22:25:01.890000,https://en.wikipedia.org/wiki/George_Boole,
Day 100.4: Arrived at Brianchon,2016-06-12 01:45:57.690000,http://wenamethestars.inkleby.com/feature/875,http://wenamethestars.inkleby.com/static/moon/446.png
Brianchon is named after Charles -Julien Brianchon - French mathematician (1783 -1864).,2016-06-12 01:46:57.690000,https://en.wikipedia.org/wiki/Charles_Julien_Brianchon,
Day 101.1: Arrived at Blanchard,2016-06-12 18:32:15.810000,http://wenamethestars.inkleby.com/feature/768,http://wenamethestars.inkleby.com/static/moon/447.png
Blanchard is named after Jean -Pierre -François Blanchard - French aeronaut (1753 -1809).,2016-06-12 18:33:15.810000,https://en.wikipedia.org/wiki/Jean-Pierre_Blanchard,
Day 101.2: Arrived at Guthnick,2016-06-12 20:55:12.360000,http://wenamethestars.inkleby.com/feature/2291,http://wenamethestars.inkleby.com/static/moon/448.png
Guthnick is named after Paul Guthnick - German astronomer (1879 -1947).,2016-06-12 20:56:12.360000,https://en.wikipedia.org/wiki/Paul_Guthnick,
Day 101.3: Arrived at Focas,2016-06-13 00:49:36.300000,http://wenamethestars.inkleby.com/feature/1988,http://wenamethestars.inkleby.com/static/moon/449.png
Day 101.4: Arrived at Rimae Pettit,2016-06-13 03:15:11.250000,http://wenamethestars.inkleby.com/feature/5129,http://wenamethestars.inkleby.com/static/moon/450.png
Day 101.5: Arrived at Maunder,2016-06-13 05:07:55.830000,http://wenamethestars.inkleby.com/feature/3756,http://wenamethestars.inkleby.com/static/moon/451.png
Maunder is named after Annie Scott Dill Russell Maunder - British astronomer (1868 -1947) and Edward Walter Maunder - British astronomer (1851 -1928).,2016-06-13 05:08:55.830000,https://en.wikipedia.org/wiki/Edward_Walter_Maunder,
Day 101.6: Arrived at Hohmann,2016-06-13 06:18:00.810000,http://wenamethestars.inkleby.com/feature/2534,http://wenamethestars.inkleby.com/static/moon/452.png
Hohmann is named after Walter Hohmann - German space flight engineer (1880 -1945).,2016-06-13 06:19:00.810000,https://en.wikipedia.org/wiki/Walter_Hohmann,
Day 101.6: Arrived at Mare Orientale,2016-06-13 07:03:50.580000,http://wenamethestars.inkleby.com/feature/3685,http://wenamethestars.inkleby.com/static/moon/453.png
Day 101.6: Arrived at Montes Cordillera,2016-06-13 07:29:33.270000,http://wenamethestars.inkleby.com/feature/4008,http://wenamethestars.inkleby.com/static/moon/454.png
Day 101.6: Arrived at Montes Rook,2016-06-13 07:31:30.270000,http://wenamethestars.inkleby.com/feature/4015,http://wenamethestars.inkleby.com/static/moon/455.png
Montes Rook is named after Lawrence Rook - British astronomer (1622 -1666).,2016-06-13 07:32:30.270000,https://en.wikipedia.org/wiki/Lawrence_Rooke,
Day 101.8: Arrived at Heyrovsky,2016-06-13 12:57:20.070000,http://wenamethestars.inkleby.com/feature/2495,http://wenamethestars.inkleby.com/static/moon/456.png
Heyrovsky is named after Jaroslav Heyrovsky - Czechoslovakian chemist (1890 -1967).,2016-06-13 12:58:20.070000,https://en.wikipedia.org/wiki/Jaroslav_Heyrovsk%C3%BD,
Day 102.0: Arrived at Andersson,2016-06-13 16:00:28.620000,http://wenamethestars.inkleby.com/feature/261,http://wenamethestars.inkleby.com/static/moon/457.png
Andersson is named after Leif Erland Andersson - American astronomer (1943 -1979).,2016-06-13 16:01:28.620000,https://en.wikipedia.org/wiki/Leif_Erland_Andersson,
Day 102.1: Arrived at Rydberg,2016-06-13 18:13:02.640000,http://wenamethestars.inkleby.com/feature/5245,http://wenamethestars.inkleby.com/static/moon/458.png
Rydberg is named after Johannes Robert Rydberg - Swedish physicist (1854 -1919).,2016-06-13 18:14:02.640000,https://en.wikipedia.org/wiki/Johannes_Rydberg,
Day 102.3: Arrived at Rimae Focas,2016-06-14 00:53:55.860000,http://wenamethestars.inkleby.com/feature/5105,http://wenamethestars.inkleby.com/static/moon/459.png
Day 102.5: Arrived at Il'in,2016-06-14 03:59:45.150000,http://wenamethestars.inkleby.com/feature/2673,http://wenamethestars.inkleby.com/static/moon/460.png
Il'in is named after N.Ja. Il'in - Soviet rocketry scientist (1901 -1937).,2016-06-14 04:00:45.150000,https://en.wikipedia.org/wiki/Il%27in_(crater),
Day 102.7: Arrived at Kramarov,2016-06-14 10:32:28.320000,http://wenamethestars.inkleby.com/feature/3113,http://wenamethestars.inkleby.com/static/moon/461.png
Day 102.9: Arrived at Pierazzo,2016-06-14 14:01:05.340000,http://wenamethestars.inkleby.com/feature/15328,http://wenamethestars.inkleby.com/static/moon/462.png
Pierazzo is named after Elisabetta Pierazzo - Italian planetary scientist (1963 -2011).,2016-06-14 14:02:05.340000,https://en.wikipedia.org/wiki/Seismology,
Day 103.0: Arrived at Elvey,2016-06-14 16:44:27.330000,http://wenamethestars.inkleby.com/feature/1777,http://wenamethestars.inkleby.com/static/moon/463.png
"Elvey is named after Christian Thomas Elvey - American astronomer, geophysicist (1899 -1970).",2016-06-14 16:45:27.330000,https://en.wikipedia.org/wiki/Christian_T._Elvey,
Day 103.1: Arrived at Nobel,2016-06-14 19:47:33.540000,http://wenamethestars.inkleby.com/feature/4320,http://wenamethestars.inkleby.com/static/moon/464.png
Nobel is named after Alfred Bernhard Nobel - Swedish inventor (1833 -1896).,2016-06-14 19:48:33.540000,https://en.wikipedia.org/wiki/Alfred_Nobel,
Day 103.3: Arrived at Helberg,2016-06-14 23:59:03.840000,http://wenamethestars.inkleby.com/feature/2421,http://wenamethestars.inkleby.com/static/moon/465.png
Helberg is named after Robert J. Helberg - American aeronautical engineer (1906 -1967).,2016-06-15 00:00:03.840000,https://en.wikipedia.org/wiki/Robert_J._Helberg,
Day 103.6: Arrived at Lents (Lenz),2016-06-15 07:06:18.720000,http://wenamethestars.inkleby.com/feature/3348,http://wenamethestars.inkleby.com/static/moon/466.png
Lents (Lenz) is named after Heinrich Friedrich Emil (Lenz) - Russian physicist (1804 -1865).,2016-06-15 07:07:18.720000,https://en.wikipedia.org/wiki/Heinrich_Lenz,
Day 103.9: Arrived at Fryxell,2016-06-15 15:21:37.440000,http://wenamethestars.inkleby.com/feature/2033,http://wenamethestars.inkleby.com/static/moon/467.png
Day 104.4: Arrived at De Roy,2016-06-16 02:20:57.930000,http://wenamethestars.inkleby.com/feature/1444,http://wenamethestars.inkleby.com/static/moon/468.png
De Roy is named after Felix Roy - Belgian astronomer (1883 -1942).,2016-06-16 02:21:57.930000,https://en.wikipedia.org/wiki/F%C3%A9lix_de_Roy,
Day 104.6: Arrived at Chadwick,2016-06-16 06:37:39.990000,http://wenamethestars.inkleby.com/feature/1118,http://wenamethestars.inkleby.com/static/moon/469.png
Chadwick is named after Sir James Chadwick - British physicist (1891 -1974).,2016-06-16 06:38:39.990000,https://en.wikipedia.org/wiki/James_Chadwick,
Day 104.9: Arrived at Fényi,2016-06-16 13:25:54.210000,http://wenamethestars.inkleby.com/feature/2045,http://wenamethestars.inkleby.com/static/moon/470.png
Fényi is named after Gyula Fényi - Hungarian astronomer (1845 -1927).,2016-06-16 13:26:54.210000,https://en.wikipedia.org/wiki/Gyula_F%C3%A9nyi,
Day 105.1: Arrived at Steklov,2016-06-16 18:13:06.870000,http://wenamethestars.inkleby.com/feature/5694,http://wenamethestars.inkleby.com/static/moon/471.png
Steklov is named after Vladimir Andreevich Steklov - Soviet mathematician (1864 -1926).,2016-06-16 18:14:06.870000,https://en.wikipedia.org/wiki/Vladimir_Steklov,
Day 105.3: Arrived at Golitsyn,2016-06-17 00:44:54.150000,http://wenamethestars.inkleby.com/feature/2214,http://wenamethestars.inkleby.com/static/moon/472.png
Golitsyn is named after Boris Borisovich Golitsyn - Russian physicist (1862 -1916).,2016-06-17 00:45:54.150000,https://en.wikipedia.org/wiki/Boris_Borisovich_Golitsyn,
Day 105.6: Arrived at Lowell,2016-06-17 06:43:03.990000,http://wenamethestars.inkleby.com/feature/3493,http://wenamethestars.inkleby.com/static/moon/473.png
Lowell is named after Percival Lowell - American astronomer (1855 -1916).,2016-06-17 06:44:03.990000,https://en.wikipedia.org/wiki/Percival_Lowell,
Day 106.0: Arrived at Grachev,2016-06-17 15:57:35.280000,http://wenamethestars.inkleby.com/feature/2232,http://wenamethestars.inkleby.com/static/moon/474.png
Day 106.1: Arrived at Leuschner,2016-06-17 20:06:17.550000,http://wenamethestars.inkleby.com/feature/3366,http://wenamethestars.inkleby.com/static/moon/475.png
Leuschner is named after Armin Otto Leuschner - American astronomer (1868 -1953).,2016-06-17 20:07:17.550000,https://en.wikipedia.org/wiki/Armin_Otto_Leuschner,
Day 106.3: Arrived at Catena Leuschner (GDL),2016-06-18 00:57:08.460000,http://wenamethestars.inkleby.com/feature/1064,http://wenamethestars.inkleby.com/static/moon/476.png
Day 106.6: Arrived at Catena Michelson (GIRD),2016-06-18 06:33:51.480000,http://wenamethestars.inkleby.com/feature/1068,http://wenamethestars.inkleby.com/static/moon/477.png
Day 106.9: Arrived at Kearons,2016-06-18 14:03:22.410000,http://wenamethestars.inkleby.com/feature/2974,http://wenamethestars.inkleby.com/static/moon/478.png
Day 107.1: Arrived at Lewis,2016-06-18 20:06:05.310000,http://wenamethestars.inkleby.com/feature/3369,http://wenamethestars.inkleby.com/static/moon/479.png
Lewis is named after Gilbert Newton Lewis - American chemist (1875 -1946).,2016-06-18 20:07:05.310000,https://en.wikipedia.org/wiki/Gilbert_N._Lewis,
Day 107.3: Arrived at Chalonge,2016-06-19 00:13:14.700000,http://wenamethestars.inkleby.com/feature/1127,http://wenamethestars.inkleby.com/static/moon/480.png
Chalonge is named after Daniel Chalonge - French astronomer (1895 -1977).,2016-06-19 00:14:14.700000,https://en.wikipedia.org/wiki/Daniel_Chalonge,
Day 107.6: Arrived at Ellerman,2016-06-19 08:08:56.040000,http://wenamethestars.inkleby.com/feature/1769,http://wenamethestars.inkleby.com/static/moon/481.png
Ellerman is named after Ferdinand Ellerman - American astronomer (1869 -1940).,2016-06-19 08:09:56.040000,https://en.wikipedia.org/wiki/Ellerman_bombs,
Day 107.9: Arrived at Konoplev,2016-06-19 15:23:18.870000,http://wenamethestars.inkleby.com/feature/3085,http://wenamethestars.inkleby.com/static/moon/482.png
Day 108.2: Arrived at Gerasimovich,2016-06-19 20:59:10.230000,http://wenamethestars.inkleby.com/feature/2144,http://wenamethestars.inkleby.com/static/moon/483.png
Gerasimovich is named after Boris Petrovich Gerasimovich - Soviet astronomer (1889 -1937).,2016-06-19 21:00:10.230000,https://en.wikipedia.org/wiki/Boris_Gerasimovich,
Day 108.4: Arrived at Houzeau,2016-06-20 03:07:27.120000,http://wenamethestars.inkleby.com/feature/2563,http://wenamethestars.inkleby.com/static/moon/484.png
Day 108.7: Arrived at Belopol'skiy,2016-06-20 10:18:52.740000,http://wenamethestars.inkleby.com/feature/679,http://wenamethestars.inkleby.com/static/moon/485.png
Day 108.9: Arrived at Ioffe,2016-06-20 14:01:59.610000,http://wenamethestars.inkleby.com/feature/2705,http://wenamethestars.inkleby.com/static/moon/486.png
Day 109.1: Arrived at Fridman (Friedmann),2016-06-20 18:32:14.640000,http://wenamethestars.inkleby.com/feature/2027,http://wenamethestars.inkleby.com/static/moon/487.png
Fridman (Friedmann) is named after Aleksandr Alexandrovich (Friedmann) - Soviet physicist (1888 -1925).,2016-06-20 18:33:14.640000,https://en.wikipedia.org/wiki/Alexander_Friedmann,
Day 109.5: Arrived at Lucretius,2016-06-21 04:50:09.330000,http://wenamethestars.inkleby.com/feature/3505,http://wenamethestars.inkleby.com/static/moon/488.png
Lucretius is named after Titus Lucretius Carus - Roman scientific philosopher (c. 94 -55 B.C.).,2016-06-21 04:51:09.330000,https://en.wikipedia.org/wiki/Lucretius,
Day 109.9: Arrived at Catena Lucretius (RNII),2016-06-21 14:25:56.910000,http://wenamethestars.inkleby.com/feature/1066,http://wenamethestars.inkleby.com/static/moon/489.png
Day 110.2: Arrived at Hertzsprung,2016-06-21 20:53:03.300000,http://wenamethestars.inkleby.com/feature/2482,http://wenamethestars.inkleby.com/static/moon/490.png
Hertzsprung is named after Ejnar Hertzsprung - Danish astronomer (1873 -1967).,2016-06-21 20:54:03.300000,https://en.wikipedia.org/wiki/Ejnar_Hertzsprung,
Day 110.7: Arrived at Kuo Shou Ching,2016-06-22 08:50:17.160000,http://wenamethestars.inkleby.com/feature/3163,http://wenamethestars.inkleby.com/static/moon/491.png
Day 111.1: Arrived at Poynting,2016-06-22 19:54:14.940000,http://wenamethestars.inkleby.com/feature/4815,http://wenamethestars.inkleby.com/static/moon/492.png
Poynting is named after John Henry Poynting - British physicist (1852 -1914).,2016-06-22 19:55:14.940000,https://en.wikipedia.org/wiki/John_Henry_Poynting,
Day 111.4: Arrived at Grigg,2016-06-23 03:40:59.160000,http://wenamethestars.inkleby.com/feature/2251,http://wenamethestars.inkleby.com/static/moon/493.png
Day 111.8: Arrived at Fersman,2016-06-23 12:46:32.340000,http://wenamethestars.inkleby.com/feature/1945,http://wenamethestars.inkleby.com/static/moon/494.png
Fersman is named after Aleksandr Yevgenyevich Fersman - Soviet geochemist (1883 -1945).,2016-06-23 12:47:32.340000,"https://en.wikipedia.org/wiki/List_of_craters_on_the_Moon,_C%E2%80%93F",
Day 112.1: Arrived at McNally,2016-06-23 18:25:20.640000,http://wenamethestars.inkleby.com/feature/3786,http://wenamethestars.inkleby.com/static/moon/495.png
McNally is named after Paul Aloysius McNally - American astronomer (1890 -1955).,2016-06-23 18:26:20.640000,https://en.wikipedia.org/wiki/Hancock%27s_Half_Hour,
Day 112.5: Arrived at Comstock,2016-06-24 03:50:00.690000,http://wenamethestars.inkleby.com/feature/1280,http://wenamethestars.inkleby.com/static/moon/496.png
Comstock is named after George Cary Comstock - American astronomer (1855 -1934).,2016-06-24 03:51:00.690000,https://en.wikipedia.org/wiki/George_Comstock_(astronomer),
Day 112.8: Arrived at Hatanaka,2016-06-24 11:00:38.700000,http://wenamethestars.inkleby.com/feature/2381,http://wenamethestars.inkleby.com/static/moon/497.png
Hatanaka is named after Takeo Hatanaka - Japanese astronomer (1914 -1963).,2016-06-24 11:01:38.700000,https://en.wikipedia.org/wiki/Takeo_Hatanaka,
Day 113.0: Arrived at Douglass,2016-06-24 16:53:08.070000,http://wenamethestars.inkleby.com/feature/1630,http://wenamethestars.inkleby.com/static/moon/498.png
Douglass is named after Andrew Ellicott Douglass - American astronomer (1867 -1962).,2016-06-24 16:54:08.070000,https://en.wikipedia.org/wiki/A._E._Douglass,
Day 113.3: Arrived at Frost,2016-06-24 23:34:08.490000,http://wenamethestars.inkleby.com/feature/2031,http://wenamethestars.inkleby.com/static/moon/499.png
Frost is named after Edwin Brant Frost - American astronomer (1866 -1935).,2016-06-24 23:35:08.490000,https://en.wikipedia.org/wiki/Edwin_Brant_Frost,
Day 113.4: Arrived at Landau,2016-06-25 03:39:13.680000,http://wenamethestars.inkleby.com/feature/3264,http://wenamethestars.inkleby.com/static/moon/500.png
Landau is named after Lev Davidovich Landau - Soviet physicist; Nobel laureate (1908 -1968).,2016-06-25 03:40:13.680000,https://en.wikipedia.org/wiki/Lev_Landau,
Day 113.6: Arrived at Wood,2016-06-25 07:57:40.320000,http://wenamethestars.inkleby.com/feature/6573,http://wenamethestars.inkleby.com/static/moon/501.png
Wood is named after Robert Williams Wood - American physicist (1868 -1955).,2016-06-25 07:58:40.320000,https://en.wikipedia.org/wiki/Robert_W._Wood,
Day 113.8: Arrived at Sarton,2016-06-25 13:16:52.680000,http://wenamethestars.inkleby.com/feature/5331,http://wenamethestars.inkleby.com/static/moon/502.png
Sarton is named after George Alfred Leon Sarton - Belgian -American historian of science (1884 -1956).,2016-06-25 13:17:52.680000,https://en.wikipedia.org/wiki/George_Sarton,
Day 114.0: Arrived at Weber,2016-06-25 17:45:41.580000,http://wenamethestars.inkleby.com/feature/6505,http://wenamethestars.inkleby.com/static/moon/503.png
Weber is named after Wilhelm Eduard Weber - German physicist (1804 -1891).,2016-06-25 17:46:41.580000,https://en.wikipedia.org/wiki/Wilhelm_Eduard_Weber,
Day 114.5: Arrived at Perrine,2016-06-26 04:02:40.290000,http://wenamethestars.inkleby.com/feature/4661,http://wenamethestars.inkleby.com/static/moon/504.png
Perrine is named after Charles Dillon Perrine - American astronomer (1867 -1951).,2016-06-26 04:03:40.290000,https://en.wikipedia.org/wiki/Charles_Dillon_Perrine,
Day 114.6: Arrived at Gullstrand,2016-06-26 08:29:03.210000,http://wenamethestars.inkleby.com/feature/2280,http://wenamethestars.inkleby.com/static/moon/505.png
Gullstrand is named after Allvar Gullstrand - Swedish ophthalmologist; Nobel laureate (1862 -1930).,2016-06-26 08:30:03.210000,https://en.wikipedia.org/wiki/Allvar_Gullstrand,
Day 115.0: Arrived at Kramers,2016-06-26 17:29:03.210000,http://wenamethestars.inkleby.com/feature/3114,http://wenamethestars.inkleby.com/static/moon/506.png
Kramers is named after Hendrik Anthony Kramers - Dutch physicist (1894 -1952).,2016-06-26 17:30:03.210000,https://en.wikipedia.org/wiki/Hans_Kramers,
Day 115.5: Arrived at van't Hoff,2016-06-27 05:14:28.320000,http://wenamethestars.inkleby.com/feature/6320,http://wenamethestars.inkleby.com/static/moon/507.png
van't Hoff is named after Jacobus Hendricus Hoff - Dutch chemist; Nobel laureate (1852 -1911).,2016-06-27 05:15:28.320000,https://en.wikipedia.org/wiki/Jacobus_Henricus_van_%27t_Hoff,
Day 116.0: Arrived at Mezentsev,2016-06-27 16:49:09.840000,http://wenamethestars.inkleby.com/feature/3876,http://wenamethestars.inkleby.com/static/moon/508.png
Day 116.7: Arrived at Dyson,2016-06-28 09:42:47.700000,http://wenamethestars.inkleby.com/feature/1685,http://wenamethestars.inkleby.com/static/moon/509.png
Dyson is named after Sir Frank Watson Dyson - British astronomer (1868 -1939).,2016-06-28 09:43:47.700000,https://en.wikipedia.org/wiki/Frank_Watson_Dyson,
Day 117.1: Arrived at Niepce,2016-06-28 19:51:39.060000,http://wenamethestars.inkleby.com/feature/4257,http://wenamethestars.inkleby.com/static/moon/510.png
Day 117.3: Arrived at Merrill,2016-06-29 00:53:14.010000,http://wenamethestars.inkleby.com/feature/3860,http://wenamethestars.inkleby.com/static/moon/511.png
Merrill is named after Paul Willard Merrill - American astronomer (1887 -1961).,2016-06-29 00:54:14.010000,https://en.wikipedia.org/wiki/Paul_W._Merrill,
Day 117.7: Arrived at Nöther (Noether),2016-06-29 09:14:32.460000,http://wenamethestars.inkleby.com/feature/4380,http://wenamethestars.inkleby.com/static/moon/512.png
Nöther (Noether) is named after Emmy (Noether) - German mathematician (1882 -1935).,2016-06-29 09:15:32.460000,https://en.wikipedia.org/wiki/Emmy_Noether,
Day 118.0: Arrived at Coulomb,2016-06-29 17:25:21.180000,http://wenamethestars.inkleby.com/feature/1323,http://wenamethestars.inkleby.com/static/moon/513.png
Coulomb is named after Charles -Augustin de Coulomb - French physicist (1736 -1806).,2016-06-29 17:26:21.180000,https://en.wikipedia.org/wiki/Charles-Augustin_de_Coulomb,
Day 118.3: Arrived at Wegener,2016-06-29 23:56:42.450000,http://wenamethestars.inkleby.com/feature/6507,http://wenamethestars.inkleby.com/static/moon/514.png
"Wegener is named after Alfred Lothar Wegener - German geophysicist, meteorologist (1880 -1930).",2016-06-29 23:57:42.450000,https://en.wikipedia.org/wiki/Alfred_Wegener,
Day 118.5: Arrived at Razumov,2016-06-30 05:05:48.570000,http://wenamethestars.inkleby.com/feature/4971,http://wenamethestars.inkleby.com/static/moon/515.png
Razumov is named after Vladimir V. Razumov - Soviet rocket builder (1890 -1967).,2016-06-30 05:06:48.570000,https://en.wikipedia.org/wiki/Razumov_(crater),
Day 118.6: Arrived at Petropavlovskiy,2016-06-30 07:03:58.950000,http://wenamethestars.inkleby.com/feature/4674,http://wenamethestars.inkleby.com/static/moon/516.png
Day 118.8: Arrived at Leucippus,2016-06-30 12:49:01.290000,http://wenamethestars.inkleby.com/feature/3364,http://wenamethestars.inkleby.com/static/moon/517.png
Leucippus is named after Leucippus - Greek philosopher (unkn -fl. c. 440 B.C.).,2016-06-30 12:50:01.290000,https://en.wikipedia.org/wiki/Leucippus,
Day 119.4: Arrived at Weyl,2016-07-01 01:28:18.120000,http://wenamethestars.inkleby.com/feature/6528,http://wenamethestars.inkleby.com/static/moon/518.png
Weyl is named after Hermann Weyl - German -American mathematician (1885 -1955).,2016-07-01 01:29:18.120000,https://en.wikipedia.org/wiki/Hermann_Weyl,
Day 119.7: Arrived at Michelson,2016-07-01 10:02:52.530000,http://wenamethestars.inkleby.com/feature/3883,http://wenamethestars.inkleby.com/static/moon/519.png
Michelson is named after Albert Abraham Michelson - German -American physicist; Nobel laureate (1852 -1931).,2016-07-01 10:03:52.530000,https://en.wikipedia.org/wiki/Albert_A._Michelson,
Day 120.2: Arrived at Kolhörster,2016-07-01 21:55:36.390000,http://wenamethestars.inkleby.com/feature/3078,http://wenamethestars.inkleby.com/static/moon/520.png
Kolhörster is named after Werner Kolhörster - German physicist (1887 -1946).,2016-07-01 21:56:36.390000,https://en.wikipedia.org/wiki/Werner_Kolh%C3%B6rster,
Day 120.4: Arrived at Kamerlingh Onnes,2016-07-02 01:54:36.630000,http://wenamethestars.inkleby.com/feature/2906,http://wenamethestars.inkleby.com/static/moon/521.png
Kamerlingh Onnes is named after Heike Kamerlingh Onnes - Dutch physicist; Nobel laureate (1853 -1926).,2016-07-02 01:55:36.630000,https://en.wikipedia.org/wiki/Heike_Kamerlingh_Onnes,
